doc_id,key,premise,hypothesis,label,label_binary
269,nda-4,The Recipient agrees not to use the Confidential Information for any purpose other than that set forth in Section 1 of this Agreement.,Receiving Party shall not use any Confidential Information for any purpose other than the purposes stated in Agreement.,Entailment,0
233,nda-19,,Some obligations of Agreement may survive termination of Agreement.,NotMentioned,0
95,nda-11,,Receiving Party shall not reverse engineer any objects which embody Disclosing Party's Confidential Information.,NotMentioned,0
101,nda-16,,Receiving Party shall destroy or return some Confidential Information upon the termination of Agreement.,NotMentioned,0
237,nda-16,,Receiving Party shall destroy or return some Confidential Information upon the termination of Agreement.,NotMentioned,0
437,nda-16,"In the event an employee of Recipient terminates his or her employment with Recipient, Recipient agrees to require such terminated employee to immediately return to Recipient all copies of the Confidential Information in such employee's possession at the time of termination of employment.",Receiving Party shall destroy or return some Confidential Information upon the termination of Agreement.,Entailment,0
343,nda-13,"1.2 “Confidential Information” means any information or other data relating to one party (the “Disclosing Party”) and/or the business carried on or proposed or intended to be carried on by that party and which is made available for the purposes of the Proposal to the other party (the “Receiving Party”) or its Agents by the Disclosing Party or its Agents or recorded in agreed minutes following oral disclosure and any other information otherwise made available by the Disclosing Party or its Agents to the Receiving Party or its Agents, whether before, on or after the date of this Agreement, and whether in writing or otherwise, including any information, analysis or specifications derived from, containing or reflecting such information but excluding information which:- c) following such disclosure, becomes available to the Receiving Party or its Agents (as can be demonstrated by its written records or other reasonable evidence) from a source other than the Disclosing Party or its Agents, which source is not bound by any duty of confidentiality owed, directly or indirectly, to the Disclosing Party in relation to such information;",Receiving Party may acquire information similar to Confidential Information from a third party.,Entailment,0
386,nda-7,"4. EMPLOYEE further agrees not to divulge to any third party, either during his or her employment or thereafter, any confidential information conceived by him or her, disclosed by FRANKLIN, or obtained by him or her while in the employment of FRANKLIN relating in any way to any of FRANKLIN'S processes, businesses, customers, trade secrets, apparatus, products, software, packages, programs or trends in research, or to any of the inventions, discoveries, writings, programs, and improvements covered hereby, and agrees to maintain this information in confidence until such time that such information has become widely known to the public or described in an issued patent or in a printed publication of wide circulation.","Receiving Party may share some Confidential Information with some third-parties (including consultants, agents and professional advisors).",Contradiction,1
458,nda-8,,"Receiving Party shall notify Disclosing Party in case Receiving Party is required by law, regulation or judicial process to disclose any Confidential Information.",NotMentioned,0
334,nda-18,"The Recipient will not, and the Recipient will cause its Representatives not to, solicit for hire or employment, directly or indirectly, any officer or employee of the Disclosing Party or its direct and indirect subsidiaries that the Recipient becomes aware of or is in contact with in connection with its evaluation of a Transaction. 11. Standstill: During the Term, neither the Recipient nor any of its Affiliates (including any Person or entity, directly or indirectly, through one or more intermediaries, controlling the Recipient, under common control with the Recipient controlled by the Recipient or acting jointly or in concert with the Recipient) shall, without the specific prior approval of the board of directors of the Disclosing Party which approval may be given on such terms as the board of directors of the Disclosing Party may determine: (iii) to purchase, directly or indirectly, “solicit"", or participate or join with any Person in the “solicitation"" of, any “proxies"" (as such terms are defined in the Securities Act (Alberta)) to vote, to seek to advise or to influence any Person with respect to the voting of any voting securities of the Disclosing Party;",Receiving Party shall not solicit some of Disclosing Party's representatives.,Entailment,0
178,nda-1,"3. Disclosure: A party (the “disclosing Party”) may, in connection with the Business Discussions, disclose to the other Party information, including, without limitation, oral, written, graphical or electronic information and all compilations, analyses, notes, copies prepared, generated or delivered there from, which is identified as “confidential information” or “confidential business information” (the “Confidential Business Information”) by the Disclosing Party at the time of disclosure to the receiving party (the “Receiving Party”).",All Confidential Information shall be expressly identified by the Disclosing Party.,Entailment,0
529,nda-13,"No information will be regarded as CONFIDENTIAL INFORMATION if the Party to which it is disclosed can show by competent proof that such information (b) was, subsequent to disclosure to a Party, lawfully and independently received by that Party from a third party who had the right to disclose it without restriction. 3. In consideration of each and every disclosure of CONFIDENTIAL INFORMATION, the Parties agree to:",Receiving Party may acquire information similar to Confidential Information from a third party.,Entailment,0
409,nda-16,,Receiving Party shall destroy or return some Confidential Information upon the termination of Agreement.,NotMentioned,0
275,nda-3,,Confidential Information may include verbally conveyed information.,NotMentioned,0
525,nda-8,"If a Recipient or its Representatives are requested or required (by oral questions, interrogatories, other requests for information or documents in legal proceedings, subpoena, civil investigative demand or other similar process) to disclose any of the Evaluation Material or any of the facts disclosure of which is prohibited under Section 4 above, such Recipient shall provide the Provider with prompt written notice of any such request or requirement together with copies of the material proposed to be disclosed so that the Provider may seek a protective order or other appropriate remedy and/or waive compliance with the provisions of this Agreement.","Receiving Party shall notify Disclosing Party in case Receiving Party is required by law, regulation or judicial process to disclose any Confidential Information.",Entailment,0
345,nda-18,"During the term of this Agreement and for a period of twelve (12) months after the expiration or termination of this Agreement, without the Disclosing Party’s prior written consent, the Recipient and its Representatives shall not contact or solicit an employee of the Disclosing Party for the purpose of hiring them, solicit the business of any client, customer or licensee of the Disclosing Party or outside of the ordinary course of business, directly or indirectly contact or participate in communications with any disclosed companies, entities or persons (including each of their affiliates, parents or subsidiaries).",Receiving Party shall not solicit some of Disclosing Party's representatives.,Entailment,0
417,nda-11,,Receiving Party shall not reverse engineer any objects which embody Disclosing Party's Confidential Information.,NotMentioned,0
241,nda-20,"Promptly upon expiration or termination of this Agreement, user will cease using all GTL Data, and will return to Inria, or destroy, all originals and all copies of the GTL Data and other materials provided by Inria under this Agreement, and also certify such return or destruction in a reasonable and customary certificate provided by Inria.",Receiving Party may retain some Confidential Information even after the return or destruction of Confidential Information.,Contradiction,1
170,nda-13,"e) Such Confidential Information shall not include any information which:is, at the time of disclosure, publicly known; or h) is legitimately obtained at any time by the Receiving Party from a third party without restrictions in respect of disclosure or use; or",Receiving Party may acquire information similar to Confidential Information from a third party.,Entailment,0
439,nda-7,"(c) Recipient may disclose the Product only to its employees who have a need to know in order to accomplish the purposes identified in Section l(a), and such employees' use of the Product shall take place solely at Recipient's site. Recipient agrees not to disclose or provide the Product, documentation, or any related information (including the Product features or the results of use or testing) to any third party or use the Product for any purpose other than as provided in this Agreement.","Receiving Party may share some Confidential Information with some third-parties (including consultants, agents and professional advisors).",Contradiction,1
262,nda-13,,Receiving Party may acquire information similar to Confidential Information from a third party.,NotMentioned,0
247,nda-4,,Receiving Party shall not use any Confidential Information for any purpose other than the purposes stated in Agreement.,NotMentioned,0
347,nda-1,"i) “Confidential Information” refers to the following items Discloser discloses to the Recipient: (3) Any source code and any names of actual or potential Disclosers, whether or not marked as confidential; and Therefore, notwithstanding (5)(c) above, the Recipient does have an obligation to maintain the confidentiality of such sensitive personal information, whether or not marked as confidential.",All Confidential Information shall be expressly identified by the Disclosing Party.,Contradiction,1
462,nda-19,,Some obligations of Agreement may survive termination of Agreement.,NotMentioned,0
261,nda-16,"The Receiving Party shall, within seven days of receipt of a written demand from the Disclosing Party or of its ceasing to be interested in the Proposal: (i) Return all written Confidential Information (including all copies); and (ii) expunge or destroy any Confidential Information from any computer, word processor or other device whatsoever into which it was copied, read or programmed by the Receiving Party or on its behalf (including by any person to whom disclosure has been made as permitted under clause 2.3(i) above.",Receiving Party shall destroy or return some Confidential Information upon the termination of Agreement.,Entailment,0
538,nda-11,,Receiving Party shall not reverse engineer any objects which embody Disclosing Party's Confidential Information.,NotMentioned,0
234,nda-18,,Receiving Party shall not solicit some of Disclosing Party's representatives.,NotMentioned,0
319,nda-18,,Receiving Party shall not solicit some of Disclosing Party's representatives.,NotMentioned,0
173,nda-20,A receiving Party shall return or destroy all copies of the Disclosing Party’s Confidential Information to the Disclosing Party within ten (10) days after the Disclosing Party’s request.,Receiving Party may retain some Confidential Information even after the return or destruction of Confidential Information.,Contradiction,1
239,nda-12,,Receiving Party may independently develop information similar to Confidential Information.,NotMentioned,0
194,nda-19,"The Parties agree that the obligations of the Receiving Party under this Agreement shall survive and continue to be in force notwithstanding the termination of this Agreement or the conclusion of any contractual arrangement between the Parties in relation to the Purpose, until such time as the Confidential Information shall come into public domain other than through a breach of the terms of this Agreement, so that the obligations of confidentiality herein no longer apply.",Some obligations of Agreement may survive termination of Agreement.,Entailment,0
173,nda-4,"3. The Receiving Party agrees (iii) to not use Confidential Information for any purpose except as permitted by Paragraph 4. 4. The Receiving Party may use the Disclosing Party’s Confidential Information for the sole purpose of evaluating, negotiating and, in its discretion, entering into the proposed Transaction.",Receiving Party shall not use any Confidential Information for any purpose other than the purposes stated in Agreement.,Entailment,0
142,nda-7,Disclosure of the Confiden-tial Information to outside agents and affiliates other than Receiving Party must be agreed upon by the Disclosing Party in writing..,"Receiving Party may share some Confidential Information with some third-parties (including consultants, agents and professional advisors).",Contradiction,1
280,nda-16,,Receiving Party shall destroy or return some Confidential Information upon the termination of Agreement.,NotMentioned,0
551,nda-17,,Receiving Party may create a copy of some Confidential Information in some circumstances.,NotMentioned,0
120,nda-17,,Receiving Party may create a copy of some Confidential Information in some circumstances.,NotMentioned,0
423,nda-8,"""INFORMATION"" does not include information, technical data or know-how which the receiving party establishes: (v) is produced in compliance with applicable law or a court order, provided that the receiving party first gives the disclosing party reasonable notice of such law or order and gives the disclosing party opportunity to oppose and/or attempt to limit such production.","Receiving Party shall notify Disclosing Party in case Receiving Party is required by law, regulation or judicial process to disclose any Confidential Information.",Entailment,0
109,nda-8,"In the event Recipient is requested or required by applicable law, regulation or legal process (including a subpoena or other administrative or judicial request), to disclose any Confidential Information of the Disclosing Party, Recipient shall promptly notify the Disclosing Party so that it may seek a protective order or other appropriate remedy.","Receiving Party shall notify Disclosing Party in case Receiving Party is required by law, regulation or judicial process to disclose any Confidential Information.",Entailment,0
362,nda-5,"The Receiving Party (i) shall limit access to all Confidential Information to its employees, agents, representatives, consultants and contractors who shall reasonably require access to the Confidential Information for the purpose set forth above and to third party vendors for the purpose of obtaining price quotations,",Receiving Party may share some Confidential Information with some of Receiving Party's employees.,Entailment,0
358,nda-13,"7. The confidentiality obligations of this Agreement shall not apply to information which (c) subsequent to disclosure hereunder is obtained by the Receiving Party on a non-confidential basis from a third party who has the right to disclose such information to the Receiving Party, or",Receiving Party may acquire information similar to Confidential Information from a third party.,Entailment,0
150,nda-13,Exceptions to Confidential Information: This Agreement does not apply to information that: iii. was received by Recipient from a third party and Recipient was not aware that the third party had a duty of confidentiality to Discloser in respect of the information;,Receiving Party may acquire information similar to Confidential Information from a third party.,Entailment,0
362,nda-17,,Receiving Party may create a copy of some Confidential Information in some circumstances.,NotMentioned,0
438,nda-12,"Evaluation Material shall not include, however, information which (iv) was independently developed by the Receiving Party without reference to or use of the Evaluation Material.",Receiving Party may independently develop information similar to Confidential Information.,Entailment,0
443,nda-19,,Some obligations of Agreement may survive termination of Agreement.,NotMentioned,0
271,nda-3,,Confidential Information may include verbally conveyed information.,NotMentioned,0
420,nda-7,"Each Party agrees to protect PROPRIETARY INFORMATION of the other Party, not to use proprietary information for any purpose other than stated in the PROGRAM OBJECTIVE and not to disclose PROPRIETARY INFORMATION to any third party.","Receiving Party may share some Confidential Information with some third-parties (including consultants, agents and professional advisors).",Contradiction,1
162,nda-11,"4.2 All Confidential Information disclosed by the Disclosing Party to the Recipient or which otherwise comes to the knowledge of the Recipient, is acknowledged by the Recipient – The Recipient irrevocably and unconditionally agrees and undertakes 4.3.4 not to decompile, disassemble or reverse engineer or otherwise modify, adapt, alter or vary the whole or any part of the Confidential Information;",Receiving Party shall not reverse engineer any objects which embody Disclosing Party's Confidential Information.,Entailment,0
504,nda-20,"In the event of such a decision or request, all other Evaluation Material prepared by EnCana shall be destroyed, and in no event shall EnCana be obligated to disclose or provide the Evaluation Material prepared by it or its Representatives to TBI provided that a single copy of each item returned or destroyed may be retained in the files of EnCana's outside legal counsel for the purpose of resolving any disputes that may arise under this letter agreement.",Receiving Party may retain some Confidential Information even after the return or destruction of Confidential Information.,Entailment,0
114,nda-16,"If the Recipient fails to submit an offer, he must then return all documents provided by the GSA within two months following the deadline for the submission of offers. If the Recipient submits an offer but is not awarded the contract, he must return all documents provided by the GSA within two months following publication of the award notice.",Receiving Party shall destroy or return some Confidential Information upon the termination of Agreement.,Entailment,0
238,nda-19,The obligations of the Parties under this Agreement shall continue and survive the completion or abandonment of the Business Relationship and shall remain binding for a period of two (2) years from the Effective Date.,Some obligations of Agreement may survive termination of Agreement.,Entailment,0
391,nda-16,,Receiving Party shall destroy or return some Confidential Information upon the termination of Agreement.,NotMentioned,0
240,nda-18,,Receiving Party shall not solicit some of Disclosing Party's representatives.,NotMentioned,0
468,nda-5,,Receiving Party may share some Confidential Information with some of Receiving Party's employees.,NotMentioned,0
426,nda-4,"5. Neither party shall, without the other party's prior written consent (b) use the Confidential Information for any purpose other than the Stated Purpose, without limiting the foregoing, the Recipient shall not trade in the securities of the Disclosing Party while in the possession of Confidential Information relating to the Disclosing Party.",Receiving Party shall not use any Confidential Information for any purpose other than the purposes stated in Agreement.,Entailment,0
133,nda-11,,Receiving Party shall not reverse engineer any objects which embody Disclosing Party's Confidential Information.,NotMentioned,0
383,nda-17,,Receiving Party may create a copy of some Confidential Information in some circumstances.,NotMentioned,0
534,nda-5,"You and each individual or entity you provide access to the Evaluation Material agree: (b) subject to the section captioned “Legally Required Disclosure” below, to keep the Evaluation Material strictly confidential, and not to disclose or use any of the Evaluation Material in any manner inconsistent with this Confidentiality Agreement; provided, however, that any of such information may be disclosed to your Affiliates (as defined in Appendix A hereto) and the Representatives (as defined in Appendix A hereto) who need to know such information for the sole purpose of helping you evaluate a possible Transaction. (a) The term “Affiliate” shall have the meaning provided such term in the Securities Exchange Act of 1934 Act, as amended (the “1934 Act”) and, for avoidance of doubt, includes your subsidiaries and Affiliates. (e) The term “Representatives” shall include your and your Affiliates’ officers, directors, employees, managing members, general partners, advisors, agents and consultants (including attorneys, financial advisors and accountants) and lenders.",Receiving Party may share some Confidential Information with some of Receiving Party's employees.,Entailment,0
567,nda-2,"“Confidential Information” shall mean any information belonging to a party or a related company (as hereinafter defined) which is not generally available to or used by others, or the utility or value of which is not generally known or recognized as a standard practice and may include without limitation any and all financial information; any and all employment information; any and all technical and non-technical information, including patent, copyright, trade secret and similar proprietary information; any information related to current, future and proposed business information, plans, activities, products and services, computer software, and other technology, including without limitation, forecasts, market research, development, design details, specifications, financial information, procurement requirements, purchasing, manufacturing, contractor and subcontractor lists, and sales and merchandising plans (including such information of each and any affiliate, subsidiary, or the like) in any medium whatsoever, whether oral, written, machine readable data, through facsimile, electronic mail, postal service or otherwise, provided by or disclosed either directly or indirectly by the Disclosing Party to the Receiving Party whether such information is designated as confidential at the time of delivery or not.",Confidential Information shall only include technical information.,Contradiction,1
259,nda-16,,Receiving Party shall destroy or return some Confidential Information upon the termination of Agreement.,NotMentioned,0
477,nda-11,"(d) Receiving Party may not reverse engineer, decompile or disassemble any software disclosed to Receiving Party.",Receiving Party shall not reverse engineer any objects which embody Disclosing Party's Confidential Information.,Entailment,0
279,nda-8,The Receiving Party may make disclosures required by law or court order provided the Receiving Party uses diligent reasonable efforts to limit disclosure and has allowed the Disclosing Party to seek a protective order.,"Receiving Party shall notify Disclosing Party in case Receiving Party is required by law, regulation or judicial process to disclose any Confidential Information.",Entailment,0
577,nda-15,"All the Confidential Evaluation Material will be and remains the property of the Company. (9) Nothing contained in this letter agreement nor the conveying of Confidential Evaluation Material hereunder shall be construed as granting or conferring any rights by license or otherwise in any trademark, patent, copyright, trade secret, technological information or other information, or other intellectual property.",Agreement shall not grant Receiving Party any right to Confidential Information.,Entailment,0
538,nda-2,"(b) The term “Confidential Information” shall include, without limitation, any and all information concerning the Company and its business, operations, strategic initiatives, financing, employees, strategies or prospects that is furnished to the Receiving Party or its Representatives by or on behalf of the Company, whether furnished before or after the date of this Agreement, including, without limitation, any written or oral analyses, business or strategic plans, compilations, studies, data, reports, interpretations, projections, forecasts, records, notes, copies, excerpts, memoranda, documents or other materials (in whatever form maintained or conveyed, whether documentary, computerized, verbal form or otherwise), that contain or otherwise reflect Confidential Information concerning the Company or its business, operations, strategic initiatives, financing, employees, strategies or prospects prepared by or on behalf of the Receiving Party, any of the Receiving Party’s Representatives, the Company or any Company Representatives (as defined below) or that otherwise reflect any conversations with Company Representatives involving or relating to the Confidential Information.",Confidential Information shall only include technical information.,Contradiction,1
280,nda-8,,"Receiving Party shall notify Disclosing Party in case Receiving Party is required by law, regulation or judicial process to disclose any Confidential Information.",NotMentioned,0
436,nda-1,"2. ""Confidential Information"" shall be deemed to include the source and object code computer programs and associated documentation, manuals and other printed or visually acceptable materials describing the use or design of software and strategic plans as well as any other information, oral or written, which shall be so noted on its face as being confidential or proprietary to the disclosing party.",All Confidential Information shall be expressly identified by the Disclosing Party.,Entailment,0
192,nda-20,"7.2. Upon expiration or termination of this Agreement, whichever occurs first, RECIPIENT will immediately cease any and all disclosures or uses of Confidential Information and, upon request by DISCLOSING PARTY, all such information obtained from DISCLOSING PARTY, and all originals, copies, reproductions and summaries of the Confidential Information, and all other tangible materials and devices provided to RECIPIENT as Confidential Information will be delivered and returned to DISCLOSING PARTY or, at the DISCLOSING PARTY's option, destroyed and/or erased (where held electronically) within fifteen (15) days from the expiration or termination of this Agreement, provided however that RECIPIENT shall be entitled to retain one (1) copy of the Confidential Information solely for legal archiving purposes in a secure location .",Receiving Party may retain some Confidential Information even after the return or destruction of Confidential Information.,Entailment,0
188,nda-19,,Some obligations of Agreement may survive termination of Agreement.,NotMentioned,0
294,nda-7,"(g) “Representatives"" means the Company’s directors, officers, employees, contractors, agents, consultants and professional advisers and those of the Company’s related companies. In consideration of the foregoing and the exchange and disclosure of Confidential Information by IHiS, the Company undertakes in relation to IHiS’ Confidential Information: (f) not to disclose the same whether to its employees or to third parties except in confidence to such of its Representatives who have been informed of the confidential nature thereof and who need to know the same for the Purpose and that:","Receiving Party may share some Confidential Information with some third-parties (including consultants, agents and professional advisors).",Entailment,0
420,nda-11,,Receiving Party shall not reverse engineer any objects which embody Disclosing Party's Confidential Information.,NotMentioned,0
618,nda-10,"Subject to Section 5, each Party agrees that, without the prior written consent of the other Party, such Party and its Representatives will not disclose to any other Person (i) that Evaluation Material has been exchanged between the Parties, (ii) that discussions or negotiations are taking place between the Parties concerning a Possible Transaction or (iii) any of the terms, conditions or other facts with respect thereto (including the status thereof); provided, however, that JDA may make such disclosure if it does not identify RHI by name or by identifiable description.",Receiving Party shall not disclose the fact that Agreement was agreed or negotiated.,Entailment,0
300,nda-19,"The foregoing commitments shall survive any termination of discussions between the parties, and shall continue for a period of five (5) years following the date of this Agreement.",Some obligations of Agreement may survive termination of Agreement.,Entailment,0
87,nda-4,"Each Participating Entity agrees (iii) to use such information only for the express purpose of developing and implementing a Cyber Mutual Assistance Program, including in connection with any request for or provision of cyber mutual assistance between Participating Entities. Each Participating Entity shall use the Confidential Information received hereunder only for the purposes identified in Section 1. Any other use shall be only with the prior written consent of the Participating Entity or Participating Entities that provided the Confidential Information sought to be used.",Receiving Party shall not use any Confidential Information for any purpose other than the purposes stated in Agreement.,Entailment,0
346,nda-13,The obligations in clause 3.1 shall not apply any information that: 3.2.1 is or becomes available to the Recipient or the public other than as a result of its disclosure by the Recipient or its Representatives in breach of this agreement or any other obligation of confidence owed by the Recipient or its Representatives to the Discloser;,Receiving Party may acquire information similar to Confidential Information from a third party.,Entailment,0
420,nda-3,"PROPRIETARY INFORMATION - any information disclosed by one PARTY to the respective other PARTY, which is transferred: (c) visual or verbal disclosure which is subsequently contained in a document marked ""confidential"" and delivered to the receiving PARTY within 60 days from its disclosure.",Confidential Information may include verbally conveyed information.,Entailment,0
422,nda-8,,"Receiving Party shall notify Disclosing Party in case Receiving Party is required by law, regulation or judicial process to disclose any Confidential Information.",NotMentioned,0
180,nda-7,"2. The RECIPIENT and Supplier will limit access to the Information to only those of its employees, agents, sub-contractors (and employees of same) who have an absolute need to know in order to fulfil the purposes for which the Information was disclosed and shall notify such employees, agents, sub-contractors (and employees of same) of the RECIPIENT'S obligations under this Agreement.","Receiving Party may share some Confidential Information with some third-parties (including consultants, agents and professional advisors).",Entailment,0
273,nda-13,"Confidential Information excludes: (i) Information that at the date of disclosure to you or your Representatives is publicly known or at any time after that date becomes publicly known or otherwise becomes available to you (otherwise than as a consequence of any breach of this agreement by you (or would constitute a breach by your Representatives, if they were a party) or which you know (or ought reasonably to have known having made reasonable enquiry) to have been disclosed in breach of any duty of confidentiality owed to us or any member of our Group);",Receiving Party may acquire information similar to Confidential Information from a third party.,Entailment,0
287,nda-15,"(a) All Confidential Information is and shall remain the property of Disclosing Party. By disclosing Confidential Information to Receiving Party, Disclosing Party does not grant any express or implied right to Receiving Party to or under any patents, copyrights, trademarks, or trade secret information except as otherwise provided herein. However, this sub-paragraph shall not be deemed to grant to the Receiving Party a license under the Disclosing Party’s copyrights or patents.",Agreement shall not grant Receiving Party any right to Confidential Information.,Entailment,0
148,nda-18,,Receiving Party shall not solicit some of Disclosing Party's representatives.,NotMentioned,0
329,nda-11,,Receiving Party shall not reverse engineer any objects which embody Disclosing Party's Confidential Information.,NotMentioned,0
124,nda-10,,Receiving Party shall not disclose the fact that Agreement was agreed or negotiated.,NotMentioned,0
271,nda-2,,Confidential Information shall only include technical information.,NotMentioned,0
109,nda-10,,Receiving Party shall not disclose the fact that Agreement was agreed or negotiated.,NotMentioned,0
410,nda-8,"In the event that Recipient or its Representatives are requested or required (by oral questions, interrogatories, requests for information or documents in legal proceedings, subpoena, civil investigation demand or other similar process) or required by the rules of any relevant stock exchange or other relevant regulatory authority to disclose any Proprietary Information, Recipient or its Representatives shall provide the Disclosing Party with prompt notice of any such request or requirement so that the Disclosing Party may seek a protective order or other appropriate remedy and/or waive compliance with the provisions of this Agreement.","Receiving Party shall notify Disclosing Party in case Receiving Party is required by law, regulation or judicial process to disclose any Confidential Information.",Entailment,0
151,nda-17,The Receiving Party will not reproduce the Confidential Information except as reasonably necessary for purposes of the Evaluation.,Receiving Party may create a copy of some Confidential Information in some circumstances.,Entailment,0
556,nda-1,"Notwithstanding anything to the contrary set forth in this Agreement, any and all information concerning Disclosing Party furnished or made available (whether before or after the date hereof) by Disclosing Party or its Representatives to Receiving Party or its Representatives, which concerns or is provided in connection with the subject(s) listed on Attachment A, including without limitation during due diligence sessions in person or by conference call, in any electronic data room or pursuant to any requests for additional information, whether such information furnished or made available is written or oral, or is or is not marked or otherwise identified as “Confidential” “Proprietary,” or “Sensitive,” shall be deemed Confidential Information for all purposes of this Agreement, subject to paragraph 3 hereof.",All Confidential Information shall be expressly identified by the Disclosing Party.,Contradiction,1
271,nda-1,,All Confidential Information shall be expressly identified by the Disclosing Party.,NotMentioned,0
114,nda-2,,Confidential Information shall only include technical information.,NotMentioned,0
277,nda-18,,Receiving Party shall not solicit some of Disclosing Party's representatives.,NotMentioned,0
164,nda-4,The Receiving Party agrees to use the Confidential Information solely in connection with purposes contemplated be-tween the Parties in this Agreement and not to use it for any other purpose or without the prior written consent of the Disclosing Party. The Receiving Party will use the Confidential Information exclusively for the permit-ted purpose stated in clause 2 and not use the information for its own purposes or bene-fit.,Receiving Party shall not use any Confidential Information for any purpose other than the purposes stated in Agreement.,Entailment,0
475,nda-10,,Receiving Party shall not disclose the fact that Agreement was agreed or negotiated.,NotMentioned,0
588,nda-8,"In the event that (i) Vector or any of its Representatives are requested or required (by oral questions, interrogatories, requests for information or documents in legal proceedings, subpoena, civil investigative demand or other similar process or law or any rule of any self-regulatory organization) to disclose any of the Evaluation Material furnished by Captaris or (ii) Vector or any of its Representative or Captaris or any of its Representatives are requested or required (by oral questions, interrogatories, requests for information or documents in legal proceedings, subpoena, civil investigative demand or other similar process or law or any rule of any self-regulatory organization) to disclose any of the information described in the preceding paragraph (the “Other Confidential Information”)), then Vector or Captaris, as applicable (the “Disclosure Party”) shall, to the extent permitted by applicable law, provide Captaris or Vector, as applicable (the “Other Party”) with prompt written notice of any such request or requirement so that the Other Party may seek a protective order or other appropriate remedy and/or waive compliance with the provisions of this letter agreement.","Receiving Party shall notify Disclosing Party in case Receiving Party is required by law, regulation or judicial process to disclose any Confidential Information.",Entailment,0
120,nda-4,HALO Agrees to transmit to RECIPIENT confidential information for evaluation purposes only.,Receiving Party shall not use any Confidential Information for any purpose other than the purposes stated in Agreement.,Entailment,0
509,nda-10,"Without the prior written consent of the other Party, or except as a Party is advised by counsel is required by applicable law, regulation or legal process, neither Party nor any of its Representatives shall (i) disclose to any other person that it has received Confidential Information from the other Party, or (ii) disclose to any person that discussions or negotiations are taking place between the Parties concerning a possible Transaction, including the status of such discussions or negotiations.",Receiving Party shall not disclose the fact that Agreement was agreed or negotiated.,Entailment,0
427,nda-2,"You will treat confidentially any information (whether written or oral) that either we or our financial advisor, CREDIT SUISSE FIRST BOSTON CORPORATION (""CSFB""), or our other representatives furnish to you in connection with a Possible Transaction involving the Company, together with analyses, compilations, studies or other documents prepared by you, or by your representatives (as defined below) which contain or otherwise reflect such information or your review of, or interest in the Company (collectively, the ""Evaluation Materials"").",Confidential Information shall only include technical information.,Contradiction,1
148,nda-11,,Receiving Party shall not reverse engineer any objects which embody Disclosing Party's Confidential Information.,NotMentioned,0
124,nda-17,,Receiving Party may create a copy of some Confidential Information in some circumstances.,NotMentioned,0
557,nda-3,,Confidential Information may include verbally conveyed information.,NotMentioned,0
520,nda-11,,Receiving Party shall not reverse engineer any objects which embody Disclosing Party's Confidential Information.,NotMentioned,0
399,nda-12,"The term ""Evaluation Materials"" does not include information which (iii) is independently developed by us.",Receiving Party may independently develop information similar to Confidential Information.,Entailment,0
196,nda-17,"In consideration of the mutual exchange and disclosure of Confidential Information, each party undertakes in relation to the other party's Confidential Information: (b) not to copy reproduce or reduce to writing any part thereof except as may be reasonably necessary for the Purpose and that any copies reproductions or reductions to writing so made shall be the property of the disclosing party;",Receiving Party may create a copy of some Confidential Information in some circumstances.,Entailment,0
313,nda-16,f) All information shall be destroyed or returned to the furnishing party whenever any of the Parties so request in writing or upon termination of this Agreement for any reason.,Receiving Party shall destroy or return some Confidential Information upon the termination of Agreement.,Entailment,0
492,nda-10,,Receiving Party shall not disclose the fact that Agreement was agreed or negotiated.,NotMentioned,0
119,nda-15,,Agreement shall not grant Receiving Party any right to Confidential Information.,NotMentioned,0
167,nda-12,"The obligations of the Receiving Party with respect to the Disclosing Party’s Confidential Information shall not apply with respect to any Confidential Information to the extent the Receiving Party can demonstrate that such Confidential Information: (d) is independently developed by the Receiving Party without access or reference to, or reliance upon, the Confidential Information; or",Receiving Party may independently develop information similar to Confidential Information.,Entailment,0
619,nda-13,"The confidentiality, non-disclosure and non-use obligations of this Agreement shall not apply to Confidential Information disclosed to the Receiving Party that: (iv) is rightfully received by the Receiving Party on a non-confidential basis from a third party without breach of a duty of confidentiality to Disclosing Party.",Receiving Party may acquire information similar to Confidential Information from a third party.,Entailment,0
349,nda-16,"Any materials or documents of the Disclosing Party that are furnished to the Recipient, and all copies thereof, at the earlier of the Disclosing Party’s request for return of the materials, or the termination of the business relationship between the Disclosing Party and the Recipient, at the Disclosing Party’s option, will either be (subject to the Disclosing Party’s reasonable instructions): (i) promptly returned to the Disclosing Party and/or (ii) destroyed by the Recipient, including materials stored on the Recipient’s computing environment, or electronic storage media, to the extent technically feasible (with the Recipient providing written certification of such destruction).",Receiving Party shall destroy or return some Confidential Information upon the termination of Agreement.,Entailment,0
207,nda-15,"7. All Confidential Information disclosed by Disclosor to Recipient shall remain the property of Disclosor. 8. Neither this Agreement nor the disclosure of any information by the Disclosor shall be deemed to constitute by implication or otherwise, a vesting of any title or interest or a grant of any license, immunity or other right to the Recipient with regard to the Confidential Information.",Agreement shall not grant Receiving Party any right to Confidential Information.,Entailment,0
34,nda-17,"The Recipient will not copy or reproduce the Confidential Information except as reasonably required for the purposes contemplated in this Agreement, and will ensure that any confidentiality or other proprietary rights notices on the Confidential Information are reproduced on all copies.",Receiving Party may create a copy of some Confidential Information in some circumstances.,Entailment,0
